punto;fecha;corrida;84805;84807;85042;85044;85533;85791;86067;86943;87237;87525
PS1;8/11/2018;2;0;0;0;0;0;0;0;0;0;0
PS2;20/11/2018;2;-0,2277;-0,281;-0,2772;-0,028;-0,2218;-0,042;-0,008;-0,503;-0,0198;-0,0329
PS3;2/12/2018;2;-0,0399;0,003;-0,017;-0,0395;-0,0149;-0,0333;-0,1263;-0,0289;0,0327;0,2195
PS4;14/12/2018;2;0,0759;0,065;0,0347;-0,0732;-0,024;-0,0284;-0,4188;0,0266;-0,0116;0,363
PS5;26/12/2018;2;0,0216;-0,03;-0,1019;0,1275;-0,094;0,0608;0,1352;0,1247;0,1262;0,0656
PS6;7/1/2019;2;-0,0029;0,081;0,0064;0,2948;-0,0158;0,1745;0,2241;0,2201;-0,1303;-0,0638
PS7;19/1/2019;2;0,3142;0,232;0,255;0,4126;0,182;0,3117;0,4441;0,453;0,0959;0,273
PS8;31/1/2019;2;0,3202;0,403;0,328;0,4291;0,2081;0,3278;0,3162;0,6097;0,3666;0,2688
PS9;24/2/2019;2;0,1531;0,272;0,2522;0,3165;0,1892;0,4049;0,6032;0,596;0,2264;0,1729
PS10;8/3/2019;2;0,2975;0,434;0,3765;0,4598;0,1513;0,2735;0,442;0,7309;0,5563;0,4589
PS11;20/3/2019;2;0,3418;0,464;0,2588;0,5333;0,209;0,3568;0,4661;0,4964;0,3743;0,3297
PS12;1/4/2019;2;0,2054;0,301;0,2464;0,2522;0,1251;0,2343;0,384;0,5502;0,2858;0,4789
PS13;13/4/2019;2;0,0854;0,197;0,2112;0,0376;0,0399;0,0953;0,3239;0,5148;0,4761;0,3595
PS14;25/4/2019;2;-0,1002;0,021;-0,1031;0,0294;-0,2284;-0,1722;0,0271;-0,0512;-0,078;-0,0831
PS15;7/5/2019;2;-0,1606;-0,011;-0,0937;0,0175;-0,2453;0,0077;0,1426;0,2339;0,4509;-0,1405
PS16;19/5/2019;2;-0,0224;0,053;-0,2582;-0,0535;-0,3024;-0,2537;-0,2345;-0,1853;0,3388;-0,1333
PS17;31/5/2019;2;0,1015;0,152;0,0566;-0,0144;-0,2577;-0,1828;0,0672;0,0176;0,2773;0,1891
PS18;12/6/2019;2;-0,1184;0,069;0,0376;0,035;-0,2896;-0,2087;-0,2213;0,0997;0,3235;0,0725
PS19;6/7/2019;2;-0,1028;0,072;-0,12;0,0366;-0,4453;-0,3284;-0,2077;0,2685;0,604;0,0957
PS20;23/8/2019;2;-0,5178;-0,21;-0,4827;-0,2126;-0,7106;-0,5865;-0,2928;0,0358;0,5017;-0,0413
PS21;4/9/2019;2;-0,1339;0,002;-0,0761;-0,159;-0,4288;-0,4806;-0,4623;-0,0208;0,5948;0,0931
PS22;16/9/2019;2;0,0891;0,375;0,2552;0,1699;-0,2529;-0,2668;-0,2135;0,2848;0,6324;0,3623
PS23;28/9/2019;2;0,0846;0,284;0,1108;0,1057;-0,1825;-0,2538;-0,0873;0,1828;0,6979;0,3045
PS24;10/10/2019;2;0,1305;0,297;0,2018;-0,1487;0,134;-0,0845;-0,031;0,4673;0,9475;0,3872
PS25;22/10/2019;2;0,1348;0,233;0,1426;0,2267;-0,1639;-0,1423;-0,1328;0,2881;0,0104;0,2646
PS26;3/11/2019;2;0,395;0,57;0,5479;0,4828;-0,0485;-0,0862;-0,1334;0,2729;0,7834;0,7706
PS27;15/11/2019;2;0,4045;0,639;0,535;0,5522;0,1656;0,1149;0,0039;0,4256;0,8131;0,7666
PS28;27/11/2019;2;0,5446;0,785;0,6275;0,6611;0,0929;0,1169;-0,0296;0,386;1,0295;0,4195
PS29;9/12/2019;2;0,2132;0,434;0,1586;0,3307;-0,1052;-0,2147;-0,1749;0,1943;0,6608;0,1891
PS30;21/12/2019;2;0,3227;0,455;0,2866;0,383;-0,1719;-0,3342;-0,2674;-0,0193;0,4594;0,2491
PS31;2/1/2020;2;0,0854;0,318;0,1346;0,2711;-0,3093;-0,4163;-0,4106;-0,0218;0,5068;0,3709
PS32;14/1/2020;2;0,175;0,398;0,2131;0,3382;-0,3201;-0,4838;-0,3399;-0,0702;0,6984;0,1383
PS33;26/1/2020;2;-0,0809;0,426;0,0017;0,4548;-0,5156;-0,5781;-0,5441;-0,3073;0,4518;0,0289
PS34;7/2/2020;2;0,1188;0,332;0,1553;0,3357;-0,3633;-0,5163;-0,6595;0,1473;1,0527;0,2299
PS35;19/2/2020;2;0,2738;0,546;0,3857;0,6779;-0,1395;-0,2925;-0,4182;0,2233;1,0392;0,4436
PS36;2/3/2020;2;0,2145;0,401;0,2724;0,5994;-0,3692;-0,6635;-0,6939;0,0704;0,8135;0,2101
PS37;14/3/2020;2;0,3219;0,639;0,3367;0,6502;-0,3357;-0,7115;-0,5728;0,2632;0,9889;0,4201
PS38;26/3/2020;2;0,3243;0,627;0,3501;0,8221;-0,5193;-0,9194;-0,7898;-0,0141;0,9931;0,5161
PS39;7/4/2020;2;0,2535;0,485;0,1974;0,6139;-0,4625;-0,8518;-0,6913;0,3905;1,3436;0,5875
PS40;19/4/2020;2;0,2171;0,662;0,2837;0,7139;-0,5098;-0,9536;-0,8082;0,4198;0,6616;0,4863
PS41;1/5/2020;2;0,0893;0,552;0,0401;0,536;-0,7169;-1,1618;-0,9214;0,574;1,0384;0,3067
PS42;13/5/2020;2;0,1892;0,57;0,1916;0,5697;-0,6757;-1,2596;-0,9806;0,4096;0,8065;0,3737
PS43;25/5/2020;2;0,146;0,529;0,1645;0,6004;-0,6902;-1,1716;-0,9126;0,414;0,8811;0,307
PS44;6/6/2020;2;0,097;0,421;0,0834;0,5;-0,7766;-1,2442;-1,174;0,732;0,6745;0,1371
PS45;18/6/2020;2;0,0066;0,352;-0,0743;0,2626;-0,9531;-1,5032;-1,2949;0,3291;0,5291;-0,0175
PS46;30/6/2020;2;-0,1437;0,295;-0,0852;0,3718;-1,0516;-1,5977;-1,3705;0,1388;0,6328;0,0606
PS47;12/7/2020;2;0,1544;0,449;0,0818;0,3982;-0,9454;-1,5035;-1,1477;0,0617;0,58;0,0767
PS48;24/7/2020;2;0,0308;0,391;0,0459;0,4433;-0,908;-1,4692;-1,1795;0,6325;0,7022;0,1989
PS49;5/8/2020;2;0,0063;0,498;0,1012;0,7837;-1,0732;-1,5619;-1,2969;0,8107;0,7463;0,2756
PS50;17/8/2020;2;0,1588;0,574;0,1823;0,3472;-0,9644;-1,5706;-1,3346;0,6102;0,6219;0,4266
PS51;29/8/2020;2;0,1407;0,64;0,148;0,6657;-1,0406;-1,5542;-1,5738;0,3208;0,6163;0,3022
PS52;10/9/2020;2;-0,026;0,473;-0,0586;0,4957;-1,0259;-1,6211;-1,3837;0,6148;0,9553;0,2712
PS53;22/9/2020;2;0,2197;0,625;0,0698;0,6286;-1,1034;-1,663;-1,5754;0,1647;0,255;-0,2701
PS54;4/10/2020;2;0,0551;0,398;-0,0105;0,3987;-0,9529;-1,5982;-1,2762;0,6845;0,505;0,1395
PS55;16/10/2020;2;-0,1063;0,306;-0,0591;0,076;-1,1547;-1,8887;-1,3926;0,2494;0,0978;0,1351
PS56;28/10/2020;2;0,3467;0,928;0,4423;0,772;-0,8078;-1,474;-1,0708;0,6602;0,6565;0,5234
PS57;9/11/2020;2;0,2788;0,561;0,2251;0,4221;-0,8146;-1,425;-1,1624;0,6603;0,8737;0,4557
PS58;21/11/2020;2;0,2578;0,816;0,3692;0,68;-0,819;-1,2733;-0,9627;0,7547;0,8452;0,5738
PS59;3/12/2020;2;0,2003;0,612;0,1092;0,5979;-0,9811;-1,4945;-1,088;0,6231;0,6396;0,3123
PS60;15/12/2020;2;0,3257;0,696;0,3166;0,5878;-0,836;-1,4513;-1,0464;0,8888;1,0608;0,6091
PS61;27/12/2020;2;0,1959;0,592;0,0091;0,5414;-0,9715;-1,6737;-1,1328;0,5085;0,7038;0,0505
PS62;8/1/2021;2;0,3597;0,795;0,3599;0,5965;-0,5967;-1,401;-0,7685;0,414;0,9747;0,4763
PS63;20/1/2021;2;0,1167;0,57;0,1258;0,6518;-0,6724;-1,4625;-0,869;0,2735;0,8292;0,2665
PS64;1/2/2021;2;0,3155;0,647;0,2588;0,5577;-0,8093;-1,3587;-0,8636;0,7329;0,9315;0,4419
PS65;13/2/2021;2;0,3448;0,82;0,3471;0,6626;-0,8588;-1,2998;-0,8923;0,4233;1,0563;0,4618
PS66;25/2/2021;2;0,2088;0,674;0,1438;0,7439;-1,0862;-1,5262;-0,9599;0,4738;0,9052;0,5064
